Game Title,Platform,Genre,Publisher,Release Year,NA Sales (M),EU Sales (M),JP Sales (M),Other Sales (M),Global Sales (M),Rating
Minecraft,PC,Puzzle,EA,2004,0.35,0.13,1.5,1.15,3.13,E10+
The Legend of Zelda,Nintendo Switch,Shooter,Activision,2015,2.75,3.53,0.63,4.4,11.31,AO
Mystic Lords: Odyssey,Xbox One,RPG,EA,2017,1.28,4.92,2.09,0.96,9.25,E10+
Dark Legends: Eclipse,Xbox Series X,Puzzle,EA,2001,1.95,2.73,0.49,4.59,9.76,M
Mystic Warriors: Chronicles,PS4,Adventure,Sony,2013,4.25,2.61,0.36,4.33,11.55,M
Mystic Raiders: Chronicles,PS5,RPG,Capcom,2022,1.53,0.35,1.39,1.32,4.59,M
Dark Lords: Chronicles,PC,Puzzle,EA,2019,1.85,4.14,4.56,3.07,13.62,E10+
Dark Warriors: Eclipse,Xbox One,Adventure,Ubisoft,2001,4.62,4.32,1.2,2.67,12.81,E
Dark Knights: Chronicles,Xbox One,Action,Activision,2017,1.22,1.17,1.08,0.45,3.92,E10+
Dark Warriors: Rebirth,Nintendo Switch,Action,Capcom,2005,0.18,1.52,2.22,4.26,8.18,AO
Iron Raiders: Odyssey,PS4,Adventure,Ubisoft,2014,3.57,0.17,3.66,4.42,11.82,E10+
Dark Raiders: Eclipse,Nintendo Switch,Action,Activision,2007,2.19,4.8,0.75,1.36,9.1,T
Shadow Raiders: Odyssey,PC,RPG,Nintendo,2021,4.45,3.51,2.7,4.97,15.63,AO
Dark Knights: Ascension,PC,RPG,EA,2011,4.6,0.59,1.04,0.52,6.75,E
Dark Lords: Eclipse,PC,Shooter,Capcom,2010,1.48,3.2,1.74,4.53,10.95,M
Super Mario Odyssey,Xbox Series X,Sports,Nintendo,2007,3.36,0.53,0.43,4.73,9.05,T
Shadow Warriors: Chronicles,PC,Shooter,Sony,2013,4.19,4.48,3.66,0.34,12.67,E
Galactic Legends: Ascension,PS5,Sports,Activision,2005,4.48,0.96,4.82,3.71,13.97,E
Mystic Knights: Ascension,Nintendo Switch,Strategy,Capcom,2021,0.4,1.96,3.55,1.94,7.85,E
Among Us,PS4,RPG,Sony,2022,0.51,3.05,2.67,2.75,8.98,AO
Horizon Forbidden West,PS5,Adventure,EA,2005,4.06,3.68,0.29,2.34,10.37,AO
Shadow Raiders: Ascension,Xbox Series X,Shooter,Capcom,2013,4.39,4.83,1.23,1.33,11.78,T
Mystic Raiders: Rebirth,Xbox Series X,RPG,Microsoft,2003,4.82,4.65,2.07,2.5,14.04,M
The Sims,PC,Puzzle,Capcom,2016,3.99,3.81,2.03,0.71,10.54,M
Dark Lords: Odyssey,PS4,RPG,Sony,2022,3.94,2.86,2.2,2.56,11.56,T
Galactic Legends: Rebirth,PS5,RPG,Microsoft,2020,2.02,4.04,4.17,4.71,14.94,AO
Galactic Raiders: Eclipse,PS4,RPG,Sony,2004,3.9,0.22,4.9,4.32,13.34,AO
Mystic Lords: Eclipse,PS5,Adventure,Sony,2002,2.71,0.75,2.86,3.17,9.49,M
Splatoon 3,Xbox One,Strategy,Ubisoft,2008,2.07,2.02,2.57,4.45,11.11,E10+
Shadow Lords: Rebirth,Nintendo Switch,Adventure,Microsoft,2005,2.12,0.56,1.3,2.36,6.34,T
Shadow Raiders: Rebirth,PS5,Shooter,Ubisoft,2004,4.18,3.14,1.74,2.35,11.41,M
Mystic Warriors: Eclipse,Xbox One,RPG,EA,2022,4.15,4.93,3.76,4.56,17.4,T
Shadow Lords: Chronicles,Xbox One,Sports,Sony,2020,4.72,1.73,3.42,0.18,10.05,T
Iron Lords: Rebirth,Xbox Series X,Sports,Nintendo,2015,0.71,1.74,0.53,0.93,3.91,E10+
Galactic Warriors: Chronicles,PS5,Shooter,Activision,2016,3.0,3.27,3.89,1.09,11.25,AO
Iron Legends: Chronicles,PS5,Adventure,Microsoft,2019,0.54,4.8,0.93,2.55,8.82,E10+
Shadow Warriors: Odyssey,Xbox One,Action,Microsoft,2019,1.64,3.57,4.1,4.8,14.11,E10+
Shadow Warriors: Rebirth,Xbox One,Strategy,Activision,2023,2.02,0.66,0.74,2.59,6.01,T
Mystic Knights: Rebirth,Xbox Series X,RPG,Sony,2004,2.61,0.72,2.07,1.45,6.85,AO
Shadow Legends: Ascension,Xbox One,RPG,Activision,2017,1.9,2.8,2.34,2.71,9.75,E
Shadow Knights: Ascension,PS4,Strategy,Microsoft,2004,0.33,1.46,4.8,2.57,9.16,T
Shadow Lords: Ascension,Nintendo Switch,Adventure,Nintendo,2012,2.79,3.7,1.47,3.65,11.61,T
Halo Infinite,Xbox One,RPG,Sony,2010,4.81,3.92,2.21,3.34,14.28,AO
Iron Raiders: Rebirth,PC,Puzzle,Capcom,2022,4.65,2.58,3.39,3.51,14.13,AO
Mystic Legends: Chronicles,PS5,Action,Nintendo,2023,0.17,4.14,1.18,3.78,9.27,M
Cyberpunk 2077,PS4,Strategy,Sony,2013,1.4,1.85,2.07,2.56,7.88,AO
Iron Lords: Chronicles,PC,Puzzle,Microsoft,2006,1.42,0.85,3.96,4.53,10.76,AO
Iron Warriors: Eclipse,PC,Adventure,Activision,2006,2.77,4.9,2.71,3.14,13.52,E
Dark Raiders: Chronicles,PS4,RPG,Activision,2004,1.5,0.41,4.86,1.71,8.48,AO
Shadow Knights: Rebirth,Nintendo Switch,Action,Sony,2014,3.22,0.57,3.81,3.0,10.6,AO
Iron Warriors: Ascension,PS4,Puzzle,Nintendo,2002,2.42,3.13,3.89,1.12,10.56,AO
Iron Raiders: Eclipse,Xbox One,Strategy,EA,2023,4.79,4.45,1.27,4.73,15.24,E
Dark Raiders: Odyssey,Xbox Series X,Sports,Ubisoft,2020,3.89,4.62,4.09,1.95,14.55,E10+
Galactic Raiders: Odyssey,PS4,Puzzle,Capcom,2012,2.53,2.44,1.06,0.63,6.66,T
Dark Warriors: Chronicles,Xbox One,Action,Activision,2003,3.1,0.57,4.51,4.34,12.52,AO
Iron Knights: Ascension,Xbox Series X,Shooter,Ubisoft,2008,3.44,0.25,2.02,4.75,10.46,T
Dark Knights: Rebirth,PS5,Strategy,EA,2011,2.92,0.8,2.27,2.77,8.76,E10+
Animal Crossing,PC,Strategy,Capcom,2009,0.67,1.32,2.48,0.59,5.06,E
Dark Warriors: Odyssey,PS4,Adventure,Activision,2003,3.75,0.49,3.2,1.58,9.02,E10+
Dark Knights: Eclipse,Xbox Series X,Puzzle,Activision,2009,3.67,4.46,4.42,3.57,16.12,E
Iron Warriors: Chronicles,Xbox Series X,RPG,Nintendo,2023,2.93,3.49,1.3,0.88,8.6,E10+
Galactic Lords: Odyssey,Xbox One,Action,Activision,2013,3.95,0.69,3.04,1.16,8.84,T
Iron Lords: Ascension,PS5,Sports,Microsoft,2011,2.97,3.54,1.26,3.41,11.18,AO
Red Dead Redemption 2,PC,RPG,Sony,2008,4.48,0.67,1.76,3.06,9.97,T
Mystic Raiders: Eclipse,PS5,RPG,Sony,2015,3.05,2.54,3.31,1.79,10.69,E
Dark Legends: Chronicles,Xbox Series X,Action,Sony,2023,4.14,1.1,3.05,1.22,9.51,E10+
Galactic Warriors: Eclipse,PS4,Puzzle,Sony,2013,4.56,4.36,1.06,2.52,12.5,AO
Mystic Warriors: Rebirth,PC,Puzzle,Capcom,2021,4.8,4.95,1.09,4.92,15.76,E
Galactic Legends: Odyssey,Xbox Series X,Strategy,Nintendo,2002,2.11,4.12,1.39,1.01,8.63,AO
Shadow Knights: Chronicles,Xbox One,Strategy,Nintendo,2000,2.57,1.68,4.49,4.47,13.21,T
Galactic Raiders: Rebirth,Xbox Series X,Strategy,EA,2013,3.14,4.49,1.95,1.84,11.42,E10+
Iron Warriors: Odyssey,PS5,Shooter,Sony,2007,1.01,1.71,4.89,2.46,10.07,AO
Iron Legends: Odyssey,Xbox One,Action,Capcom,2005,2.74,2.95,3.87,3.79,13.35,AO
Galactic Raiders: Chronicles,PC,Shooter,Ubisoft,2011,1.99,1.35,0.31,4.25,7.9,M
Galactic Lords: Rebirth,PC,Sports,Microsoft,2002,2.01,1.94,2.53,2.96,9.44,T
Dark Legends: Odyssey,Xbox One,Adventure,Capcom,2022,2.03,1.91,3.09,4.17,11.2,E10+
Mystic Legends: Ascension,Nintendo Switch,Action,Nintendo,2005,4.43,3.61,1.33,4.51,13.88,T
Overwatch,PS5,Action,Sony,2002,1.44,0.95,2.9,2.22,7.51,E10+
Mystic Warriors: Ascension,PC,Adventure,Capcom,2019,4.81,2.6,3.8,4.67,15.88,T
Shadow Lords: Eclipse,Nintendo Switch,Adventure,Capcom,2002,0.98,1.58,4.07,4.14,10.77,AO
Iron Knights: Eclipse,PS4,Adventure,Sony,2009,4.09,0.78,3.07,2.97,10.91,M
Iron Knights: Chronicles,PS4,Action,Sony,2013,3.8,1.57,0.38,1.97,7.72,AO
Call of Duty,PS5,RPG,Sony,2014,0.77,4.01,4.23,3.73,12.74,M
Galactic Lords: Chronicles,Xbox One,Action,Capcom,2009,1.25,1.43,0.33,3.66,6.67,E10+
Galactic Warriors: Odyssey,PS5,Adventure,Nintendo,2016,4.6,4.42,2.75,2.18,13.95,T
Dark Legends: Rebirth,PS5,Sports,Activision,2011,3.94,3.12,2.19,3.22,12.47,M
Dark Legends: Ascension,Xbox One,Puzzle,Nintendo,2008,3.88,1.24,4.95,3.63,13.7,E
Resident Evil Village,PC,Action,EA,2023,4.73,1.33,3.41,1.93,11.4,M
Dark Lords: Ascension,Xbox Series X,Puzzle,Activision,2015,1.17,2.25,4.38,4.32,12.12,E
Shadow Knights: Eclipse,PS4,Strategy,Activision,2002,2.93,1.02,0.62,3.64,8.21,AO
Mystic Lords: Rebirth,Nintendo Switch,Action,Activision,2007,3.05,1.1,0.2,4.03,8.38,T
Iron Knights: Rebirth,Nintendo Switch,Adventure,Nintendo,2009,0.53,3.49,2.4,4.28,10.7,E
Galactic Legends: Eclipse,PS5,Adventure,EA,2008,0.4,2.2,1.9,1.13,5.63,AO
Galactic Legends: Chronicles,PS4,Strategy,EA,2003,2.51,4.71,4.87,0.33,12.42,T
Galactic Knights: Ascension,Xbox Series X,Shooter,Microsoft,2008,0.58,2.98,4.6,3.05,11.21,M
Mystic Knights: Chronicles,PS5,Strategy,Nintendo,2007,3.0,2.53,3.07,1.25,9.85,T
Street Fighter VI,PS5,Shooter,EA,2023,1.1,2.33,4.55,0.53,8.51,E10+
Fortnite,Xbox Series X,Adventure,Activision,2018,2.22,0.4,1.68,2.55,6.85,T
Shadow Knights: Odyssey,Nintendo Switch,Adventure,Nintendo,2013,4.26,1.31,1.19,2.09,8.85,T
Mystic Lords: Chronicles,Xbox Series X,Strategy,EA,2001,1.74,3.22,4.93,2.49,12.38,AO
Pokemon Scarlet,PS5,Shooter,Ubisoft,2006,2.43,0.21,0.5,2.54,5.68,M
Dark Lords: Rebirth,PC,Puzzle,Ubisoft,2011,3.48,4.71,0.81,0.45,9.45,AO
Dark Raiders: Ascension,PS4,Sports,Capcom,2020,3.04,4.38,4.34,2.76,14.52,AO
Shadow Legends: Odyssey,PS4,Puzzle,Ubisoft,2014,4.63,4.96,4.26,1.69,15.54,M
Shadow Legends: Eclipse,PS5,Strategy,Nintendo,2009,0.73,1.38,3.38,2.1,7.59,T
Iron Raiders: Chronicles,Xbox One,Puzzle,Activision,2012,0.67,2.76,1.14,1.05,5.62,E10+
Shadow Raiders: Chronicles,PS5,RPG,Ubisoft,2000,2.37,3.47,4.45,4.84,15.13,E
Galactic Warriors: Rebirth,Nintendo Switch,Sports,Nintendo,2017,2.72,2.03,2.83,1.91,9.49,T
Mystic Legends: Rebirth,Xbox One,Sports,Microsoft,2015,0.86,0.74,3.0,2.83,7.43,T
Mystic Legends: Odyssey,Xbox One,Shooter,Nintendo,2021,1.49,4.87,4.23,2.0,12.59,M
Galactic Lords: Eclipse,PS4,Shooter,Capcom,2006,0.5,0.72,0.89,4.63,6.74,AO
Iron Legends: Ascension,PS5,Sports,Ubisoft,2018,3.06,3.15,2.35,1.49,10.05,E10+
Iron Raiders: Ascension,Xbox One,Puzzle,Capcom,2009,1.15,1.07,2.61,1.69,6.52,M
Shadow Lords: Odyssey,Nintendo Switch,Action,EA,2015,4.16,0.23,3.27,3.34,11.0,T
Shadow Raiders: Eclipse,Xbox One,Adventure,Activision,2014,3.76,4.61,0.19,3.97,12.53,T
Dark Raiders: Rebirth,Nintendo Switch,Action,Microsoft,2007,2.58,1.83,4.06,0.24,8.71,AO
Iron Legends: Rebirth,PC,Puzzle,Microsoft,2004,0.87,3.37,2.83,2.47,9.54,AO
Galactic Lords: Ascension,PS5,Shooter,Capcom,2004,1.33,2.01,1.12,0.74,5.2,E10+
Elden Ring,Xbox One,Puzzle,Nintendo,2000,2.03,4.65,2.64,1.15,10.47,M
Grand Theft Auto V,PS4,Action,Sony,2023,4.6,1.35,0.29,3.3,9.54,AO
Shadow Legends: Rebirth,PS4,Adventure,Capcom,2006,3.79,2.48,2.21,2.93,11.41,E10+
Shadow Warriors: Ascension,PS4,Strategy,Sony,2006,3.22,2.09,1.98,4.41,11.7,E10+
Galactic Raiders: Ascension,PS4,Strategy,Activision,2015,2.99,3.36,3.39,1.68,11.42,T
Galactic Knights: Eclipse,Xbox Series X,RPG,Nintendo,2017,3.56,0.38,4.55,4.84,13.33,M
Dark Knights: Odyssey,PS5,RPG,Ubisoft,2023,1.96,4.48,3.68,1.35,11.47,E
Iron Lords: Eclipse,Xbox One,Strategy,EA,2001,0.74,1.42,1.74,1.93,5.83,M
Galactic Knights: Odyssey,PC,Shooter,EA,2004,1.15,3.29,2.39,1.66,8.49,M
Mystic Knights: Odyssey,Xbox Series X,Action,Nintendo,2015,1.74,2.91,2.29,0.41,7.35,E
Mystic Knights: Eclipse,PC,Sports,Microsoft,2015,1.0,3.91,2.67,3.33,10.91,M
Mystic Raiders: Ascension,Xbox Series X,Shooter,Ubisoft,2004,4.01,4.29,1.08,3.31,12.69,AO
Galactic Warriors: Ascension,PS5,Strategy,Microsoft,2022,0.76,2.36,1.34,1.76,6.22,E
Iron Legends: Eclipse,PS4,Action,Capcom,2014,4.81,3.39,3.37,4.99,16.56,E10+
Mystic Raiders: Odyssey,Xbox Series X,Strategy,Sony,2006,2.86,1.63,1.59,4.26,10.34,T
Iron Warriors: Rebirth,Xbox One,Puzzle,Microsoft,2018,3.09,0.27,3.96,3.88,11.2,T
Mystic Warriors: Odyssey,PS4,Action,Sony,2018,1.14,3.51,2.05,2.61,9.31,T
Assassin's Creed Valhalla,PS4,Shooter,Microsoft,2007,1.9,3.76,0.54,0.78,6.98,M
Mystic Lords: Ascension,Xbox Series X,Action,Microsoft,2014,0.53,4.56,1.12,3.59,9.8,E10+
Galactic Knights: Rebirth,PS5,Action,Nintendo,2006,3.35,2.79,2.04,1.86,10.04,T
Iron Knights: Odyssey,PS5,Shooter,Activision,2001,2.37,4.51,4.87,0.68,12.43,E10+
Dark Warriors: Ascension,Nintendo Switch,Adventure,Activision,2023,1.14,4.02,2.84,4.97,12.97,M
Iron Lords: Odyssey,Nintendo Switch,Puzzle,Ubisoft,2009,0.71,4.4,2.28,3.68,11.07,E
Shadow Legends: Chronicles,PS4,Action,Ubisoft,2019,3.55,1.49,3.65,1.19,9.88,E10+
Mystic Legends: Eclipse,Xbox One,Action,Sony,2011,4.17,3.23,2.81,2.82,13.03,E10+
Shadow Warriors: Eclipse,Xbox One,Strategy,Microsoft,2005,0.97,2.31,3.71,0.27,7.26,AO
Galactic Knights: Chronicles,PS4,Strategy,EA,2006,0.2,0.9,3.24,1.38,5.72,T
God of War,Xbox One,Shooter,Microsoft,2010,2.25,1.87,0.7,4.04,8.86,AO
Minecraft,PS4,Strategy,Activision,2023,2.6,2.27,1.89,1.41,8.17,AO
The Legend of Zelda,PS5,Puzzle,Nintendo,2018,2.12,1.9,2.4,2.74,9.16,AO
Mystic Lords: Odyssey,Nintendo Switch,Sports,EA,2020,3.84,1.77,0.27,3.74,9.62,M
Dark Legends: Eclipse,Xbox Series X,Action,Microsoft,2009,3.85,0.68,2.23,3.59,10.35,E
Mystic Warriors: Chronicles,Xbox Series X,RPG,Activision,2018,3.44,0.11,1.0,4.45,9.0,E10+
Mystic Raiders: Chronicles,Nintendo Switch,Strategy,Microsoft,2020,4.76,0.52,1.83,1.89,9.0,AO
Dark Lords: Chronicles,PS5,Sports,Sony,2002,3.74,1.03,4.37,0.46,9.6,E10+
Dark Warriors: Eclipse,PS4,Shooter,Capcom,2006,4.65,0.31,1.17,1.08,7.21,M
Dark Knights: Chronicles,Nintendo Switch,Strategy,Capcom,2002,0.12,4.93,4.22,0.72,9.99,E
Dark Warriors: Rebirth,PS5,Shooter,Microsoft,2004,4.08,4.42,2.08,3.43,14.01,E
Iron Raiders: Odyssey,PC,Shooter,Sony,2007,1.22,3.32,4.11,1.43,10.08,E10+
Dark Raiders: Eclipse,PS5,Adventure,Activision,2005,3.39,3.49,4.34,1.2,12.42,E
Shadow Raiders: Odyssey,Nintendo Switch,Action,Activision,2002,0.54,3.36,1.9,1.77,7.57,E10+
Dark Knights: Ascension,PS4,Sports,Sony,2015,2.14,0.15,3.9,4.5,10.69,E
Dark Lords: Eclipse,Xbox One,Action,EA,2022,2.92,4.42,4.78,2.01,14.13,AO
Super Mario Odyssey,PS5,Strategy,Nintendo,2015,4.61,2.32,4.4,2.97,14.3,M
Shadow Warriors: Chronicles,Nintendo Switch,Shooter,Nintendo,2012,4.12,4.45,4.16,4.36,17.09,E
Galactic Legends: Ascension,PS4,Puzzle,Microsoft,2014,3.27,3.44,3.3,1.72,11.73,M
Mystic Knights: Ascension,PS5,Action,Nintendo,2005,0.54,4.52,2.53,1.65,9.24,M
Among Us,PS4,Strategy,Microsoft,2012,4.0,2.48,2.87,0.39,9.74,M
Horizon Forbidden West,Xbox Series X,Shooter,Sony,2005,1.37,1.1,2.46,2.98,7.91,M
Shadow Raiders: Ascension,PS5,Action,EA,2001,1.73,0.24,3.36,1.45,6.78,E10+
Mystic Raiders: Rebirth,PS4,Puzzle,Ubisoft,2019,0.57,2.18,0.41,1.43,4.59,AO
The Sims,Xbox One,Sports,Sony,2004,0.82,3.26,3.78,2.76,10.62,AO
Dark Lords: Odyssey,PC,Strategy,Activision,2010,4.88,0.14,2.66,3.13,10.81,T
Galactic Legends: Rebirth,PS5,Action,EA,2016,2.96,3.46,4.76,0.21,11.39,T
Galactic Raiders: Eclipse,PS5,RPG,Microsoft,2012,3.77,2.66,2.83,0.73,9.99,M
Mystic Lords: Eclipse,Xbox One,RPG,Ubisoft,2019,1.14,4.05,4.37,3.83,13.39,E10+
Splatoon 3,PS4,Shooter,Activision,2008,2.59,0.78,4.79,3.24,11.4,T
Shadow Lords: Rebirth,PS4,Action,Microsoft,2016,0.1,4.87,2.83,0.85,8.65,M
Shadow Raiders: Rebirth,Xbox Series X,Strategy,Capcom,2001,2.25,3.84,0.58,1.94,8.61,E
Mystic Warriors: Eclipse,Nintendo Switch,Puzzle,Microsoft,2005,0.63,1.1,3.04,3.43,8.2,AO
Shadow Lords: Chronicles,Nintendo Switch,Shooter,Nintendo,2006,4.08,2.98,2.65,0.62,10.33,M
Iron Lords: Rebirth,Nintendo Switch,Puzzle,Capcom,2023,2.77,4.53,4.34,4.4,16.04,T
Galactic Warriors: Chronicles,PS5,Shooter,Ubisoft,2001,4.72,3.58,1.62,3.73,13.65,M
Iron Legends: Chronicles,Xbox Series X,Puzzle,Ubisoft,2005,3.59,1.6,0.64,1.31,7.14,E
Shadow Warriors: Odyssey,PC,Strategy,Microsoft,2017,2.02,2.06,1.6,0.8,6.48,E10+
Shadow Warriors: Rebirth,Xbox One,RPG,Ubisoft,2003,3.69,1.56,2.7,2.42,10.37,AO
Mystic Knights: Rebirth,PS5,RPG,Sony,2008,4.87,4.31,3.79,3.06,16.03,M
Shadow Legends: Ascension,PS4,Sports,Ubisoft,2009,1.23,1.07,4.24,0.56,7.1,M
Shadow Knights: Ascension,Xbox Series X,RPG,Sony,2010,0.87,2.06,4.86,4.0,11.79,E
Shadow Lords: Ascension,Nintendo Switch,Action,Capcom,2007,2.15,3.3,1.81,0.33,7.59,E
Halo Infinite,Xbox Series X,Action,Nintendo,2009,1.52,0.31,3.91,3.27,9.01,E
Iron Raiders: Rebirth,PC,Action,Ubisoft,2003,4.91,3.91,3.61,1.53,13.96,E10+
Mystic Legends: Chronicles,Nintendo Switch,Sports,Microsoft,2008,1.88,3.47,1.41,2.52,9.28,T
Cyberpunk 2077,Xbox One,Shooter,Ubisoft,2006,4.61,1.04,2.12,2.24,10.01,E10+
Iron Lords: Chronicles,Nintendo Switch,Sports,Ubisoft,2018,4.4,4.74,0.55,4.48,14.17,M
Iron Warriors: Eclipse,Nintendo Switch,Adventure,Activision,2008,0.15,1.41,0.31,1.89,3.76,AO
Dark Raiders: Chronicles,PC,Adventure,Sony,2003,1.53,2.67,3.07,1.18,8.45,AO
Shadow Knights: Rebirth,PS4,Action,Sony,2014,1.59,4.66,1.96,2.94,11.15,T
Iron Warriors: Ascension,PS5,Shooter,Activision,2009,4.49,4.88,0.32,3.05,12.74,T
Iron Raiders: Eclipse,PC,Puzzle,Capcom,2013,1.22,1.05,3.72,2.36,8.35,M
Dark Raiders: Odyssey,PC,Shooter,Sony,2013,1.04,4.81,3.51,4.98,14.34,E
Galactic Raiders: Odyssey,PC,Adventure,Capcom,2013,4.5,3.1,1.37,2.97,11.94,E10+
Dark Warriors: Chronicles,PC,Sports,Capcom,2011,2.83,3.03,2.33,3.89,12.08,M
Iron Knights: Ascension,Xbox Series X,Action,Ubisoft,2013,4.38,2.23,3.12,1.68,11.41,M
Dark Knights: Rebirth,Xbox One,Sports,Ubisoft,2016,0.93,2.12,1.1,0.67,4.82,M
Animal Crossing,Xbox One,Adventure,Ubisoft,2006,3.0,3.28,4.52,3.75,14.55,M
Dark Warriors: Odyssey,Nintendo Switch,Strategy,EA,2003,1.38,0.85,4.16,1.29,7.68,M
Dark Knights: Eclipse,PS5,Puzzle,Ubisoft,2007,2.14,0.61,1.28,4.48,8.51,M
Iron Warriors: Chronicles,Xbox One,Sports,Activision,2023,1.87,1.36,1.0,0.66,4.89,E
Galactic Lords: Odyssey,Xbox One,Puzzle,Sony,2009,1.98,2.29,0.81,1.48,6.56,E
Iron Lords: Ascension,Xbox One,Action,Sony,2001,0.24,1.85,3.64,2.43,8.16,E
Red Dead Redemption 2,Nintendo Switch,Action,Microsoft,2014,3.74,0.35,2.01,1.91,8.01,AO
Mystic Raiders: Eclipse,Xbox Series X,Action,EA,2015,2.44,4.27,3.09,0.32,10.12,AO
Dark Legends: Chronicles,Nintendo Switch,Strategy,Sony,2003,2.22,2.72,4.93,1.74,11.61,M
Galactic Warriors: Eclipse,PS5,Puzzle,Nintendo,2013,2.36,4.59,3.87,0.37,11.19,M
Mystic Warriors: Rebirth,Nintendo Switch,RPG,Capcom,2004,4.73,2.43,1.15,4.49,12.8,M
Galactic Legends: Odyssey,PS5,Adventure,Ubisoft,2023,0.17,4.45,2.79,1.37,8.78,E10+
Shadow Knights: Chronicles,Nintendo Switch,Sports,Sony,2009,1.55,4.99,3.49,1.15,11.18,T
Galactic Raiders: Rebirth,Xbox Series X,Strategy,Microsoft,2013,1.81,3.24,2.94,2.89,10.88,AO
Iron Warriors: Odyssey,PC,Strategy,Nintendo,2016,2.23,1.19,3.32,0.42,7.16,M
Iron Legends: Odyssey,Nintendo Switch,RPG,EA,2020,4.09,0.85,4.82,2.55,12.31,AO
Galactic Raiders: Chronicles,PC,Puzzle,Nintendo,2006,2.41,4.68,2.06,4.69,13.84,M
Galactic Lords: Rebirth,Xbox One,Strategy,Capcom,2021,2.51,1.99,1.38,1.4,7.28,E10+
Dark Legends: Odyssey,Xbox Series X,Adventure,Activision,2014,0.49,2.75,4.7,3.97,11.91,M
Mystic Legends: Ascension,Xbox One,Strategy,Ubisoft,2013,3.96,0.91,0.98,0.98,6.83,AO
Overwatch,PC,Sports,Ubisoft,2002,2.1,2.67,2.47,0.29,7.53,M
Mystic Warriors: Ascension,PC,Strategy,Activision,2015,0.12,3.36,1.46,4.02,8.96,E10+
Shadow Lords: Eclipse,Nintendo Switch,Strategy,Ubisoft,2000,4.44,4.41,3.48,1.62,13.95,E
Iron Knights: Eclipse,PS4,Adventure,Ubisoft,2020,4.69,1.66,0.65,1.33,8.33,AO
Iron Knights: Chronicles,Xbox One,Adventure,Capcom,2009,0.44,1.81,0.75,1.45,4.45,E
Call of Duty,PC,RPG,Sony,2014,2.49,1.42,1.48,4.67,10.06,M
Galactic Lords: Chronicles,Xbox One,Sports,EA,2003,4.15,1.55,0.76,1.17,7.63,M
Galactic Warriors: Odyssey,Xbox Series X,Strategy,EA,2004,2.89,0.99,1.11,3.57,8.56,M
Dark Legends: Rebirth,PC,Puzzle,EA,2009,2.3,1.88,0.67,1.94,6.79,T
Dark Legends: Ascension,PS4,Puzzle,Capcom,2013,3.06,1.33,4.71,0.8,9.9,T
Resident Evil Village,PC,Puzzle,Nintendo,2020,1.03,3.59,1.08,3.73,9.43,E
Dark Lords: Ascension,PS4,Adventure,EA,2023,4.45,4.01,2.64,0.53,11.63,M
Shadow Knights: Eclipse,PC,Puzzle,EA,2000,1.66,0.23,0.47,0.29,2.65,E
Mystic Lords: Rebirth,Nintendo Switch,Sports,Ubisoft,2015,4.25,2.38,4.56,3.92,15.11,AO
Iron Knights: Rebirth,PS4,Action,Capcom,2017,3.43,0.33,1.31,2.03,7.1,E10+
Galactic Legends: Eclipse,Xbox One,Shooter,Sony,2018,2.72,0.86,3.27,4.44,11.29,T
Galactic Legends: Chronicles,PS5,Puzzle,EA,2018,4.3,4.61,1.85,2.24,13.0,AO
Galactic Knights: Ascension,PS4,Action,Capcom,2022,4.19,2.68,0.64,2.19,9.7,E10+
Mystic Knights: Chronicles,PC,Action,Activision,2009,2.61,3.8,3.65,2.22,12.28,T
Street Fighter VI,PS4,RPG,Activision,2011,4.67,4.92,4.91,1.43,15.93,E10+
Fortnite,Xbox Series X,RPG,Nintendo,2020,2.13,4.29,0.57,0.28,7.27,E10+
Shadow Knights: Odyssey,Nintendo Switch,Shooter,Nintendo,2002,4.57,2.86,0.61,4.77,12.81,E10+
Mystic Lords: Chronicles,Xbox One,Action,Capcom,2005,2.72,0.89,1.6,3.79,9.0,E10+
Pokemon Scarlet,Nintendo Switch,Shooter,Activision,2021,3.95,3.28,2.84,2.85,12.92,AO
Dark Lords: Rebirth,Xbox Series X,Action,EA,2020,1.28,4.25,3.08,2.69,11.3,M
Dark Raiders: Ascension,PS5,Puzzle,Nintendo,2000,3.76,4.44,1.98,1.2,11.38,E
Shadow Legends: Odyssey,PC,Adventure,EA,2012,2.66,4.28,1.12,3.87,11.93,AO
Shadow Legends: Eclipse,PS5,Puzzle,Nintendo,2007,1.99,3.2,4.83,2.8,12.82,E10+
Iron Raiders: Chronicles,Xbox One,Puzzle,Ubisoft,2000,2.67,0.84,4.67,1.2,9.38,AO
Shadow Raiders: Chronicles,PC,Sports,Ubisoft,2000,2.95,0.52,0.72,0.4,4.59,E10+
Galactic Warriors: Rebirth,PC,Adventure,Microsoft,2014,3.09,3.44,0.46,2.05,9.04,E10+
Mystic Legends: Rebirth,Xbox One,Shooter,Activision,2011,2.84,0.91,1.72,4.72,10.19,E10+
Mystic Legends: Odyssey,Xbox One,Sports,Capcom,2002,2.23,2.41,1.78,0.69,7.11,AO
Galactic Lords: Eclipse,PC,Puzzle,Nintendo,2000,4.99,3.26,4.11,4.6,16.96,E
Iron Legends: Ascension,Xbox One,Adventure,EA,2023,2.6,1.15,2.27,0.66,6.68,T
Iron Raiders: Ascension,PS4,Puzzle,Ubisoft,2022,1.24,1.14,4.85,2.7,9.93,E
